trading_date,spread_mid,contracts,price_01,front_contract
2019-01-23,-1.0,"sc1902,sc1903",427.6,sc1902
2019-01-24,-4.2,"sc1902,sc1903",423.6,sc1902
2019-01-25,-5.5,"sc1902,sc1903",422.6,sc1902
2019-01-28,-0.9,"sc1903,sc1904",427.8,sc1903
2019-01-29,-0.6,"sc1903,sc1904",417.9,sc1903
2019-01-30,1.4,"sc1903,sc1904",425.2,sc1903
2019-01-31,1.8,"sc1903,sc1904",431.4,sc1903
2019-02-01,2.3,"sc1903,sc1904",429.8,sc1903
2019-02-11,0.1,"sc1903,sc1904",428.2,sc1903
2019-02-12,-2.4,"sc1903,sc1904",428.7,sc1903
2019-02-13,-4.0,"sc1903,sc1904",433.3,sc1903
2019-02-14,-5.4,"sc1903,sc1904",435.9,sc1903
2019-02-15,-5.3,"sc1903,sc1904",441.7,sc1903
2019-02-18,-7.0,"sc1903,sc1904",450.6,sc1903
2019-02-20,-7.2,"sc1903,sc1904",451.2,sc1903
2019-02-21,-7.9,"sc1903,sc1904",449.6,sc1903
2019-02-22,-8.1,"sc1903,sc1904",446.4,sc1903
2019-02-25,-8.2,"sc1903,sc1904",446.3,sc1903
2019-02-26,-8.5,"sc1903,sc1904",426.8,sc1903
2019-02-27,-9.7,"sc1903,sc1904",427.3,sc1903
2019-02-28,-11.4,"sc1903,sc1904",430.1,sc1903
2019-03-01,-3.6,"sc1904,sc1905",443.0,sc1904
2019-03-04,-2.3,"sc1904,sc1905",438.4,sc1904
2019-03-05,-2.8,"sc1904,sc1905",438.4,sc1904
2019-03-06,-2.3,"sc1904,sc1905",433.8,sc1904
2019-03-07,-1.1,"sc1904,sc1905",439.7,sc1904
2019-03-08,-2.1,"sc1904,sc1905",439.9,sc1904
2019-03-11,-4.2,"sc1904,sc1905",432.9,sc1904
2019-03-12,-5.3,"sc1904,sc1905",444.9,sc1904
2019-03-13,-5.6,"sc1904,sc1905",444.2,sc1904
2019-03-14,-3.3,"sc1904,sc1905",450.4,sc1904
2019-03-15,-1.6,"sc1904,sc1905",452.2,sc1904
2019-03-18,0.9,"sc1904,sc1905",450.1,sc1904
2019-03-19,6.0,"sc1904,sc1905",461.8,sc1904
2019-03-20,7.5,"sc1904,sc1905",462.5,sc1904
2019-03-21,6.2,"sc1904,sc1905",466.3,sc1904
2019-03-22,7.1,"sc1904,sc1905",467.7,sc1904
2019-03-25,7.7,"sc1904,sc1905",459.0,sc1904
2019-03-26,5.1,"sc1904,sc1905",459.1,sc1904
2019-03-27,4.4,"sc1904,sc1905",463.3,sc1904
2019-03-28,6.0,"sc1904,sc1905",462.2,sc1904
2019-03-29,-0.9,"sc1904,sc1905",453.5,sc1904
2019-04-01,1.5,"sc1905,sc1906",459.4,sc1905
2019-04-02,1.8,"sc1905,sc1906",467.5,sc1905
2019-04-03,2.2,"sc1905,sc1906",471.7,sc1905
2019-04-04,1.5,"sc1905,sc1906",469.5,sc1905
2019-04-08,-0.4,"sc1905,sc1906",478.2,sc1905
2019-04-09,0.4,"sc1905,sc1906",479.3,sc1905
2019-04-10,0.0,"sc1905,sc1906",475.7,sc1905
2019-04-11,0.6,"sc1905,sc1906",480.3,sc1905
2019-04-12,-0.2,"sc1905,sc1906",475.8,sc1905
2019-04-15,-0.5,"sc1905,sc1906",473.7,sc1905
2019-04-16,-3.4,"sc1905,sc1906",468.2,sc1905
2019-04-17,-3.1,"sc1905,sc1906",470.7,sc1905
2019-04-18,-2.0,"sc1905,sc1906",472.0,sc1905
2019-04-19,-2.0,"sc1905,sc1906",472.5,sc1905
2019-04-22,-1.7,"sc1905,sc1906",480.3,sc1905
2019-04-23,-4.8,"sc1905,sc1906",489.0,sc1905
2019-04-24,-4.5,"sc1905,sc1906",493.2,sc1905
2019-04-25,-5.4,"sc1905,sc1906",494.7,sc1905
2019-04-26,-4.1,"sc1905,sc1906",499.5,sc1905
2019-04-29,0.9,"sc1905,sc1906",485.7,sc1905
2019-04-30,2.7,"sc1905,sc1906",488.1,sc1905
2019-05-06,0.7,"sc1906,sc1907",472.5,sc1906
2019-05-07,1.1,"sc1906,sc1907",483.5,sc1906
2019-05-08,1.7,"sc1906,sc1907",480.2,sc1906
2019-05-09,2.1,"sc1906,sc1907",482.6,sc1906
2019-05-10,1.8,"sc1906,sc1907",486.1,sc1906
2019-05-13,1.4,"sc1906,sc1907",491.3,sc1906
2019-05-14,1.6,"sc1906,sc1907",497.1,sc1906
2019-05-15,2.3,"sc1906,sc1907",501.2,sc1906
2019-05-16,1.8,"sc1906,sc1907",505.5,sc1906
2019-05-17,2.2,"sc1906,sc1907",512.3,sc1906
2019-05-20,2.5,"sc1906,sc1907",514.2,sc1906
2019-05-21,-1.4,"sc1906,sc1907",507.1,sc1906
2019-05-22,-2.1,"sc1906,sc1907",504.0,sc1906
2019-05-23,-3.0,"sc1906,sc1907",494.0,sc1906
2019-05-24,-1.2,"sc1906,sc1907",469.7,sc1906
2019-05-27,3.0,"sc1906,sc1907",473.7,sc1906
2019-05-28,-0.8,"sc1906,sc1907",475.0,sc1906
2019-05-29,-5.3,"sc1906,sc1907",470.2,sc1906
2019-05-30,-7.0,"sc1906,sc1907",466.1,sc1906
2019-05-31,1.2,"sc1906,sc1907",461.2,sc1906
2019-06-03,1.8,"sc1907,sc1908",435.2,sc1907
2019-06-04,-1.3,"sc1907,sc1908",425.5,sc1907
2019-06-05,-1.5,"sc1907,sc1908",426.2,sc1907
2019-06-06,-1.1,"sc1907,sc1908",417.6,sc1907
2019-06-10,-0.8,"sc1907,sc1908",434.5,sc1907
2019-06-11,-1.3,"sc1907,sc1908",429.9,sc1907
2019-06-12,-2.6,"sc1907,sc1908",426.1,sc1907
2019-06-13,-1.4,"sc1907,sc1908",420.2,sc1907
2019-06-14,-1.2,"sc1907,sc1908",425.5,sc1907
2019-06-17,-0.7,"sc1907,sc1908",427.3,sc1907
2019-06-18,-0.9,"sc1907,sc1908",419.6,sc1907
2019-06-19,-5.6,"sc1907,sc1908",420.0,sc1907
2019-06-20,-6.6,"sc1907,sc1908",418.9,sc1907
2019-06-21,-7.5,"sc1907,sc1908",431.6,sc1907
2019-06-24,-8.6,"sc1907,sc1908",436.8,sc1907
2019-06-25,-9.6,"sc1907,sc1908",431.2,sc1907
2019-06-26,-12.8,"sc1907,sc1908",432.9,sc1907
2019-06-27,-14.8,"sc1907,sc1908",435.9,sc1907
2019-06-28,-10.6,"sc1907,sc1908",437.4,sc1907
2019-07-01,-0.7,"sc1908,sc1909",447.3,sc1908
2019-07-02,-1.8,"sc1908,sc1909",442.0,sc1908
2019-07-03,-3.8,"sc1908,sc1909",430.2,sc1908
2019-07-04,-2.6,"sc1908,sc1909",431.9,sc1908
2019-07-05,-3.0,"sc1908,sc1909",431.3,sc1908
2019-07-08,-2.8,"sc1908,sc1909",439.1,sc1908
2019-07-09,-0.9,"sc1908,sc1909",443.9,sc1908
2019-07-10,-0.9,"sc1908,sc1909",441.6,sc1908
2019-07-11,-0.9,"sc1908,sc1909",455.7,sc1908
2019-07-12,-1.1,"sc1908,sc1909",457.8,sc1908
2019-07-15,-1.5,"sc1908,sc1909",454.8,sc1908
2019-07-16,-2.3,"sc1908,sc1909",453.0,sc1908
2019-07-17,-4.3,"sc1908,sc1909",443.7,sc1908
2019-07-18,-5.2,"sc1908,sc1909",433.5,sc1908
2019-07-19,-6.9,"sc1908,sc1909",421.6,sc1908
2019-07-22,-7.0,"sc1908,sc1909",423.1,sc1908
2019-07-23,-7.0,"sc1908,sc1909",427.4,sc1908
2019-07-24,-7.1,"sc1908,sc1909",430.4,sc1908
2019-07-25,-7.1,"sc1908,sc1909",433.4,sc1908
2019-07-26,-6.3,"sc1908,sc1909",435.8,sc1908
2019-07-29,-5.8,"sc1908,sc1909",435.5,sc1908
2019-07-30,-16.3,"sc1908,sc1909",425.2,sc1908
2019-07-31,-17.2,"sc1908,sc1909",427.5,sc1908
2019-08-01,-3.3,"sc1909,sc1910",444.0,sc1909
2019-08-02,-2.8,"sc1909,sc1910",432.1,sc1909
2019-08-05,-2.6,"sc1909,sc1910",433.5,sc1909
2019-08-06,-1.9,"sc1909,sc1910",429.4,sc1909
2019-08-07,-1.6,"sc1909,sc1910",423.3,sc1909
2019-08-08,-0.9,"sc1909,sc1910",408.6,sc1909
2019-08-09,0.1,"sc1909,sc1910",409.9,sc1909
2019-08-12,1.1,"sc1909,sc1910",418.8,sc1909
2019-08-13,0.8,"sc1909,sc1910",419.7,sc1909
2019-08-14,2.3,"sc1909,sc1910",430.9,sc1909
2019-08-15,2.1,"sc1909,sc1910",420.5,sc1909
2019-08-16,4.1,"sc1909,sc1910",418.6,sc1909
2019-08-19,6.6,"sc1909,sc1910",425.7,sc1909
2019-08-20,7.3,"sc1909,sc1910",432.8,sc1909
2019-08-21,5.8,"sc1909,sc1910",429.5,sc1909
2019-08-22,5.3,"sc1909,sc1910",432.7,sc1909
2019-08-23,2.9,"sc1909,sc1910",428.5,sc1909
2019-08-26,1.5,"sc1909,sc1910",422.8,sc1909
2019-08-27,2.6,"sc1909,sc1910",425.2,sc1909
2019-08-28,-0.8,"sc1909,sc1910",423.0,sc1909
2019-08-29,-1.7,"sc1909,sc1910",429.0,sc1909
2019-08-30,-24.7,"sc1909,sc1910",411.8,sc1909
2019-09-02,3.9,"sc1910,sc1911",432.7,sc1910
2019-09-03,3.6,"sc1910,sc1911",430.3,sc1910
2019-09-04,3.9,"sc1910,sc1911",425.5,sc1910
2019-09-05,4.1,"sc1910,sc1911",439.2,sc1910
2019-09-06,4.2,"sc1910,sc1911",445.1,sc1910
2019-09-09,5.9,"sc1910,sc1911",444.6,sc1910
2019-09-10,2.1,"sc1910,sc1911",450.1,sc1910
2019-09-11,11.0,"sc1910,sc1911",460.9,sc1910
2019-09-12,10.1,"sc1910,sc1911",450.3,sc1910
2019-09-16,6.6,"sc1910,sc1911",479.8,sc1910
2019-09-17,11.6,"sc1910,sc1911",496.7,sc1910
2019-09-18,14.9,"sc1910,sc1911",487.2,sc1910
2019-09-19,10.2,"sc1910,sc1911",473.5,sc1910
2019-09-20,-5.7,"sc1910,sc1911",458.5,sc1910
2019-09-23,5.9,"sc1910,sc1911",472.7,sc1910
2019-09-24,5.5,"sc1911,sc1912",464.3,sc1911
2019-09-25,5.9,"sc1911,sc1912",457.2,sc1911
2019-09-26,5.8,"sc1911,sc1912",449.8,sc1911
2019-09-27,5.3,"sc1911,sc1912",448.7,sc1911
2019-09-30,4.9,"sc1911,sc1912",448.1,sc1911
2019-10-08,4.2,"sc1911,sc1912",437.6,sc1911
2019-10-09,5.6,"sc1911,sc1912",447.0,sc1911
2019-10-10,6.5,"sc1911,sc1912",451.7,sc1911
2019-10-11,7.3,"sc1911,sc1912",458.1,sc1911
2019-10-14,6.5,"sc1911,sc1912",471.7,sc1911
2019-10-15,7.5,"sc1911,sc1912",466.6,sc1911
2019-10-16,9.6,"sc1911,sc1912",465.1,sc1911
2019-10-17,2.8,"sc1911,sc1912",451.4,sc1911
2019-10-18,0.2,"sc1911,sc1912",445.1,sc1911
2019-10-21,-2.7,"sc1911,sc1912",443.2,sc1911
2019-10-22,-5.5,"sc1911,sc1912",437.2,sc1911
2019-10-23,-5.5,"sc1911,sc1912",438.6,sc1911
2019-10-24,-5.6,"sc1911,sc1912",441.3,sc1911
2019-10-25,-1.5,"sc1911,sc1912",451.1,sc1911
2019-10-28,-6.6,"sc1911,sc1912",447.9,sc1911
2019-10-29,1.0,"sc1911,sc1912",456.7,sc1911
2019-10-30,-3.6,"sc1911,sc1912",451.1,sc1911
2019-10-31,1.4,"sc1911,sc1912",452.8,sc1911
2019-11-01,4.0,"sc1912,sc2001",444.3,sc1912
2019-11-04,3.4,"sc1912,sc2001",449.3,sc1912
2019-11-05,4.6,"sc1912,sc2001",458.4,sc1912
2019-11-06,4.1,"sc1912,sc2001",459.6,sc1912
2019-11-07,2.7,"sc1912,sc2001",456.4,sc1912
2019-11-08,2.4,"sc1912,sc2001",456.0,sc1912
2019-11-11,1.7,"sc1912,sc2001",452.8,sc1912
2019-11-12,1.3,"sc1912,sc2001",455.9,sc1912
2019-11-13,-0.2,"sc1912,sc2001",453.9,sc1912
2019-11-14,-0.2,"sc1912,sc2001",453.4,sc1912
2019-11-15,-0.7,"sc1912,sc2001",453.9,sc1912
2019-11-18,0.3,"sc1912,sc2001",453.7,sc1912
2019-11-19,1.6,"sc1912,sc2001",454.0,sc1912
2019-11-20,4.2,"sc1912,sc2001",451.2,sc1912
2019-11-21,5.0,"sc1912,sc2001",454.8,sc1912
2019-11-22,-3.6,"sc1912,sc2001",453.8,sc1912
2019-11-25,-5.2,"sc1912,sc2001",456.1,sc1912
2019-11-26,-6.7,"sc1912,sc2001",454.6,sc1912
2019-11-27,-6.2,"sc1912,sc2001",456.2,sc1912
2019-11-28,-14.6,"sc1912,sc2001",447.3,sc1912
2019-11-29,-10.9,"sc1912,sc2001",451.2,sc1912
2019-12-02,4.3,"sc2001,sc2002",454.8,sc2001
2019-12-03,4.2,"sc2001,sc2002",451.7,sc2001
2019-12-04,3.4,"sc2001,sc2002",449.2,sc2001
2019-12-05,1.7,"sc2001,sc2002",456.3,sc2001
2019-12-06,0.9,"sc2001,sc2002",458.0,sc2001
2019-12-09,2.8,"sc2001,sc2002",464.8,sc2001
2019-12-10,2.8,"sc2001,sc2002",469.2,sc2001
2019-12-11,4.1,"sc2001,sc2002",470.9,sc2001
2019-12-12,1.2,"sc2001,sc2002",466.1,sc2001
2019-12-13,-4.0,"sc2001,sc2002",462.2,sc2001
2019-12-16,-3.1,"sc2001,sc2002",467.4,sc2001
2019-12-17,-1.7,"sc2001,sc2002",470.2,sc2001
2019-12-18,5.4,"sc2001,sc2002",480.4,sc2001
2019-12-19,-0.8,"sc2001,sc2002",476.3,sc2001
2019-12-20,-12.0,"sc2001,sc2002",468.0,sc2001
2019-12-23,1.8,"sc2002,sc2003",478.1,sc2002
2019-12-24,2.5,"sc2002,sc2003",479.1,sc2002
2019-12-25,2.5,"sc2002,sc2003",483.6,sc2002
2019-12-26,2.2,"sc2002,sc2003",484.4,sc2002
2019-12-27,1.6,"sc2002,sc2003",487.1,sc2002
2019-12-30,1.9,"sc2002,sc2003",490.2,sc2002
2019-12-31,1.3,"sc2002,sc2003",487.5,sc2002
2020-01-02,0.6,"sc2002,sc2003",481.7,sc2002
2020-01-03,1.0,"sc2002,sc2003",486.5,sc2002
2020-01-06,0.1,"sc2002,sc2003",507.8,sc2002
2020-01-07,-6.6,"sc2002,sc2003",499.9,sc2002
2020-01-08,-7.3,"sc2002,sc2003",498.4,sc2002
2020-01-09,-7.0,"sc2002,sc2003",483.2,sc2002
2020-01-10,-8.3,"sc2002,sc2003",470.9,sc2002
2020-01-13,-8.7,"sc2002,sc2003",468.8,sc2002
2020-01-14,-11.5,"sc2002,sc2003",458.6,sc2002
2020-01-15,-8.1,"sc2002,sc2003",458.0,sc2002
2020-01-16,-9.9,"sc2002,sc2003",453.3,sc2002
2020-01-17,4.5,"sc2003,sc2004",465.3,sc2003
2020-01-20,4.0,"sc2003,sc2004",466.1,sc2003
2020-01-21,2.6,"sc2003,sc2004",464.0,sc2003
2020-01-22,1.0,"sc2003,sc2004",461.0,sc2003
2020-01-23,0.4,"sc2003,sc2004",451.1,sc2003
2020-02-03,1.0,"sc2003,sc2004",431.3,sc2003
2020-02-04,-2.5,"sc2003,sc2004",396.5,sc2003
2020-02-05,-3.3,"sc2003,sc2004",396.8,sc2003
2020-02-06,-5.4,"sc2003,sc2004",402.3,sc2003
2020-02-07,-6.2,"sc2003,sc2004",398.4,sc2003
2020-02-10,-6.3,"sc2003,sc2004",393.5,sc2003
2020-02-11,-6.7,"sc2003,sc2004",391.7,sc2003
2020-02-12,-7.4,"sc2003,sc2004",394.5,sc2003
2020-02-13,-7.7,"sc2003,sc2004",400.0,sc2003
2020-02-14,-8.0,"sc2003,sc2004",399.6,sc2003
2020-02-17,-8.2,"sc2003,sc2004",401.5,sc2003
2020-02-18,-8.5,"sc2003,sc2004",399.2,sc2003
2020-02-19,-7.9,"sc2003,sc2004",403.8,sc2003
2020-02-20,-7.8,"sc2003,sc2004",411.9,sc2003
2020-02-21,-7.9,"sc2003,sc2004",408.9,sc2003
2020-02-24,-8.1,"sc2003,sc2004",393.1,sc2003
2020-02-25,-9.2,"sc2003,sc2004",388.3,sc2003
2020-02-26,-9.0,"sc2003,sc2004",377.9,sc2003
2020-02-27,-8.8,"sc2003,sc2004",360.3,sc2003
2020-02-28,-10.4,"sc2003,sc2004",347.0,sc2003
2020-03-02,-7.1,"sc2004,sc2005",359.7,sc2004
2020-03-03,-5.9,"sc2004,sc2005",372.4,sc2004
2020-03-04,-6.9,"sc2004,sc2005",368.5,sc2004
2020-03-05,-7.5,"sc2004,sc2005",366.6,sc2004
2020-03-06,-7.7,"sc2004,sc2005",351.9,sc2004
2020-03-09,-7.1,"sc2004,sc2005",340.4,sc2004
2020-03-10,-6.8,"sc2004,sc2005",325.5,sc2004
2020-03-11,-7.9,"sc2004,sc2005",275.2,sc2004
2020-03-12,-7.6,"sc2004,sc2005",252.6,sc2004
2020-03-13,-7.2,"sc2004,sc2005",252.7,sc2004
2020-03-16,-7.2,"sc2004,sc2005",250.1,sc2004
2020-03-17,-7.2,"sc2004,sc2005",239.4,sc2004
2020-03-18,-6.6,"sc2004,sc2005",232.3,sc2004
2020-03-19,-7.2,"sc2004,sc2005",215.0,sc2004
2020-03-20,-8.2,"sc2004,sc2005",232.9,sc2004
2020-03-23,-6.2,"sc2004,sc2005",229.8,sc2004
2020-03-24,-7.3,"sc2004,sc2005",245.4,sc2004
2020-03-25,-7.2,"sc2004,sc2005",251.4,sc2004
2020-03-26,-6.9,"sc2004,sc2005",249.1,sc2004
2020-03-27,-7.6,"sc2004,sc2005",243.8,sc2004
2020-03-30,-3.2,"sc2004,sc2005",239.1,sc2004
2020-03-31,-12.9,"sc2004,sc2005",245.1,sc2004
2020-04-01,-6.0,"sc2005,sc2006",256.9,sc2005
2020-04-02,-6.9,"sc2005,sc2006",267.4,sc2005
2020-04-03,-7.0,"sc2005,sc2006",278.3,sc2005
2020-04-07,-6.8,"sc2005,sc2006",289.2,sc2005
2020-04-08,-7.1,"sc2005,sc2006",285.9,sc2005
2020-04-09,-6.9,"sc2005,sc2006",293.4,sc2005
2020-04-10,-7.0,"sc2005,sc2006",285.0,sc2005
2020-04-13,-7.3,"sc2005,sc2006",286.5,sc2005
2020-04-14,-7.8,"sc2005,sc2006",276.3,sc2005
2020-04-15,-7.5,"sc2005,sc2006",267.7,sc2005
2020-04-16,-9.0,"sc2005,sc2006",258.4,sc2005
2020-04-17,-7.0,"sc2005,sc2006",245.3,sc2005
2020-04-20,-7.2,"sc2005,sc2006",234.2,sc2005
2020-04-21,-6.6,"sc2005,sc2006",228.2,sc2005
2020-04-22,-5.3,"sc2005,sc2006",205.4,sc2005
2020-04-23,-7.5,"sc2005,sc2006",213.7,sc2005
2020-04-24,-6.9,"sc2005,sc2006",225.2,sc2005
2020-04-27,-7.1,"sc2005,sc2006",212.7,sc2005
2020-04-28,-6.7,"sc2005,sc2006",202.2,sc2005
2020-04-29,-9.3,"sc2005,sc2006",212.9,sc2005
2020-04-30,-7.3,"sc2005,sc2006",227.2,sc2005
2020-05-06,-18.1,"sc2006,sc2007",248.2,sc2006
2020-05-07,-14.9,"sc2006,sc2007",246.8,sc2006
2020-05-08,-14.1,"sc2006,sc2007",247.1,sc2006
2020-05-11,-15.2,"sc2006,sc2007",243.7,sc2006
2020-05-12,-15.7,"sc2006,sc2007",241.1,sc2006
2020-05-13,-15.3,"sc2006,sc2007",237.4,sc2006
2020-05-14,-15.7,"sc2006,sc2007",231.6,sc2006
2020-05-15,-16.5,"sc2006,sc2007",238.7,sc2006
2020-05-18,-15.3,"sc2006,sc2007",246.7,sc2006
2020-05-19,-14.2,"sc2006,sc2007",258.5,sc2006
2020-05-20,-13.6,"sc2006,sc2007",254.3,sc2006
2020-05-21,-13.2,"sc2006,sc2007",261.8,sc2006
2020-05-22,-13.3,"sc2006,sc2007",258.5,sc2006
